customer_id,age,tenure_months,monthly_charges,num_support_calls,num_late_payments,avg_monthly_spend,gender_male,contract_monthly,contract_one_year,contract_two_year,label
1232,59,57,85.91,1,1,85.91,1,1,0,0,1
1233,57,16,38.34,3,1,38.34,0,0,0,1,0
1234,61,66,75.5,2,2,75.5,0,1,0,0,1
1235,79,4,119.74,1,0,119.74,0,0,0,1,1
1236,21,23,36.43,2,0,36.43,0,0,0,1,0
1237,25,14,100.6,3,0,100.60000000000001,0,1,0,0,1
1238,34,12,80.74,1,0,80.74,1,1,0,0,1
1239,50,18,75.1,2,2,75.1,0,0,1,0,0
1240,51,38,109.56,3,0,109.55999999999999,1,1,0,0,0
1241,76,68,107.9,2,2,107.89999999999999,1,0,1,0,0
1242,32,56,76.02,1,0,76.02,0,1,0,0,0
1243,57,21,105.54,3,1,105.54,0,1,0,0,0
1244,59,52,84.76,2,2,84.76,0,1,0,0,1
1245,25,34,38.25,4,1,38.25,1,1,0,0,0
1246,77,23,70.36,1,1,70.36,1,1,0,0,0
1247,23,66,98.09,2,1,98.08999999999999,0,0,0,1,0
1248,70,8,23.38,3,1,23.38,1,1,0,0,0
1249,63,65,75.18,5,1,75.17999999999999,1,0,1,0,0
1250,43,63,23.91,3,1,23.91,0,0,0,1,0
1251,79,24,60.43,1,1,60.43,1,1,0,0,0
1252,67,5,107.38,2,2,107.38,0,1,0,0,1
1253,34,21,100.29,1,1,100.29,0,1,0,0,1
1254,39,25,68.39,1,2,68.39,1,0,0,1,0
1255,68,15,73.78,3,0,73.78,1,0,1,0,0
1256,35,1,22.14,0,0,22.14,0,0,0,1,1
1257,79,29,25.82,3,1,25.82,0,1,0,0,1
1258,55,62,94.35,1,1,94.35,1,0,0,1,0
1259,67,11,68.93,1,0,68.93,1,0,1,0,0
1260,76,63,78.87,2,1,78.87,0,0,0,1,0
1261,71,47,110.27,2,1,110.27,1,0,1,0,0
1262,32,33,38.53,3,1,38.53,1,1,0,0,0
1263,41,28,92.34,2,0,92.34,0,1,0,0,1
1264,27,43,64.38,2,0,64.38000000000001,1,1,0,0,1
1265,61,45,32.85,3,1,32.85,0,0,1,0,0
1266,75,28,66.67,3,1,66.67,0,1,0,0,0
1267,22,36,32.91,3,1,32.91,1,0,0,1,0
1268,57,15,20.11,1,0,20.11,0,0,0,1,0
1269,69,57,34.29,1,1,34.29,0,0,0,1,0
1270,63,60,75.85,1,0,75.85,0,1,0,0,0
1271,41,42,47.22,1,0,47.22,0,1,0,0,0
1272,30,27,41.29,1,0,41.29,0,1,0,0,0
1273,79,0,29.58,2,1,0.0,0,1,0,0,0
1274,57,29,95.88,6,3,95.88,0,1,0,0,1
1275,67,47,62.76,2,3,62.76,0,0,0,1,0
1276,30,13,117.77,0,0,117.77,0,0,1,0,0
1277,26,30,59.59,0,1,59.59,0,1,0,0,1
1278,47,15,51.2,3,2,51.2,1,0,0,1,1
1279,19,58,27.41,1,2,27.41,0,1,0,0,0
1280,65,31,66.36,2,1,66.36,1,0,1,0,0
1281,38,47,102.22,1,1,102.22,0,0,0,1,1
1282,57,33,72.43,1,3,72.43,1,1,0,0,1
1283,29,58,52.24,2,0,52.24,0,0,1,0,0
1284,60,39,115.1,1,0,115.1,0,1,0,0,0
1285,61,37,23.86,2,2,23.860000000000003,1,1,0,0,0
1286,75,17,32.29,3,1,32.29,0,1,0,0,0
1287,36,61,78.22,0,2,78.22,1,1,0,0,0
1288,70,30,37.31,1,0,37.309999999999995,0,1,0,0,1
1289,54,27,94.46,2,1,94.46000000000001,0,1,0,0,0
1290,53,58,44.33,2,1,44.33,0,0,0,1,0
1291,33,30,95.34,2,1,95.33999999999999,1,0,0,1,0
1292,40,32,98.35,1,2,98.35,1,0,0,1,1
1293,52,33,94.42,2,1,94.42,1,0,1,0,0
1294,38,71,48.47,0,0,48.47,0,0,0,1,0
1295,78,2,23.09,0,0,23.09,1,1,0,0,1
1296,67,9,48.7,2,0,48.7,0,0,0,1,1
1297,40,17,103.11,2,1,103.11,1,0,0,1,0
1298,47,45,77.5,3,1,77.5,0,1,0,0,0
1299,22,41,39.08,2,0,39.08,1,1,0,0,0
1300,59,24,103.32,1,2,103.32,1,0,0,1,0
1301,73,32,39.96,2,1,39.96,1,1,0,0,0
1302,36,6,95.55,2,1,95.55,0,0,0,1,1
1303,38,49,100.55,2,1,100.55,0,1,0,0,0
1304,43,43,65.49,0,2,65.49000000000001,0,0,1,0,0
1305,65,45,91.92,4,0,91.91999999999999,0,0,1,0,0
1306,23,4,48.94,2,0,48.94,1,0,1,0,0
1307,39,44,55.15,0,1,55.15,1,1,0,0,0
1308,64,22,117.94,1,2,117.94,0,1,0,0,1
1309,51,37,88.68,3,2,88.67999999999999,0,0,1,0,1
1310,58,30,20.98,4,2,20.98,0,1,0,0,1
1311,68,17,69.64,2,1,69.64,1,1,0,0,0
1312,68,14,34.08,0,3,34.08,1,0,1,0,0
1313,56,35,65.89,2,2,65.89,1,0,0,1,1
1314,50,44,76.5,5,1,76.5,0,1,0,0,1
1315,60,43,109.44,4,4,109.44,0,0,1,0,0
1316,66,21,29.77,5,1,29.77,1,1,0,0,0
1317,32,47,108.23,2,1,108.23,0,1,0,0,0
1318,75,39,48.9,1,0,48.9,1,0,1,0,0
1319,75,48,92.97,0,1,92.97000000000001,0,1,0,0,0
1320,39,11,55.81,1,3,55.809999999999995,1,1,0,0,0
1321,62,12,97.78,0,0,97.77999999999999,0,1,0,0,1
1322,31,64,20.45,1,0,20.45,0,0,1,0,0
1323,64,44,109.28,5,0,109.27999999999999,1,0,0,1,0
1324,36,23,57.79,3,1,57.790000000000006,0,0,0,1,0
1325,75,0,50.67,3,0,0.0,1,0,0,1,1
1326,36,9,35.03,1,1,35.03,0,1,0,0,1
1327,57,64,45.94,0,0,45.94,0,0,1,0,0
1328,66,35,114.44,5,0,114.44,0,1,0,0,0
1329,75,65,98.5,1,1,98.5,0,1,0,0,1
1330,65,6,101.45,1,1,101.45,1,0,1,0,0
1331,42,34,31.69,2,2,31.69,1,0,1,0,0
1332,60,39,81.27,3,2,81.27000000000001,0,0,0,1,0
1333,39,9,75.7,2,0,75.69999999999999,1,1,0,0,1
1334,55,65,109.73,3,1,109.73,0,1,0,0,1
1335,30,62,103.64,4,1,103.64,0,1,0,0,1
1336,64,11,57.16,4,0,57.16,1,1,0,0,0
1337,38,28,110.6,2,1,110.60000000000001,1,0,1,0,0
1338,67,14,33.94,2,4,33.940000000000005,0,1,0,0,1
1339,38,59,94.63,3,0,94.63,0,1,0,0,1
1340,24,55,21.5,3,1,21.5,0,1,0,0,0
1341,55,61,43.12,3,3,43.120000000000005,1,1,0,0,0
1342,71,60,78.24,2,2,78.24,0,1,0,0,0
1343,26,36,53.49,1,1,53.49,1,0,0,1,0
1344,53,58,76.67,0,2,76.66999999999999,0,0,1,0,0
1345,71,47,31.57,3,0,31.57,0,1,0,0,1
1346,52,5,58.68,2,0,58.67999999999999,1,0,1,0,1
1347,50,26,41.97,3,1,41.97,1,1,0,0,0
1348,67,3,79.27,2,0,79.27,1,0,0,1,0
1349,41,56,28.9,5,3,28.900000000000002,0,1,0,0,0
1350,44,11,26.67,2,1,26.67,0,0,0,1,1
1351,58,58,85.59,2,1,85.59,1,1,0,0,1
1352,67,13,95.18,4,1,95.17999999999999,0,1,0,0,1
1353,33,21,54.64,0,0,54.64,1,0,0,1,0
1354,32,43,104.17,1,1,104.17000000000002,0,0,1,0,0
1355,23,30,39.9,1,1,39.9,1,0,0,1,0
1356,69,0,107.25,1,1,0.0,0,0,1,0,1
1357,77,26,98.68,4,0,98.67999999999999,0,0,0,1,1
1358,63,71,119.45,4,0,119.45000000000002,0,1,0,0,1
1359,79,44,75.05,0,2,75.05,1,1,0,0,1
1360,46,15,80.97,1,1,80.97,0,1,0,0,1
1361,70,8,87.67,0,2,87.67,1,0,1,0,0
1362,62,20,112.52,6,1,112.52000000000001,0,1,0,0,1
1363,79,22,47.49,3,2,47.49,1,0,1,0,0
1364,54,62,71.42,1,3,71.42,0,0,0,1,0
1365,41,34,58.55,2,1,58.550000000000004,0,0,0,1,0
1366,47,67,42.53,2,2,42.53,1,0,0,1,0
1367,50,6,102.81,1,1,102.81,0,0,1,0,0
1368,56,27,49.36,5,1,49.36,0,0,1,0,0
1369,26,48,65.08,4,2,65.08,1,0,1,0,0
1370,24,4,99.82,5,0,99.82,0,0,1,0,1
1371,71,16,40.96,1,0,40.96,1,1,0,0,1
1372,27,48,61.47,1,1,61.47,0,1,0,0,0
1373,36,19,61.32,2,0,61.31999999999999,1,1,0,0,0
1374,43,70,27.53,2,1,27.529999999999998,1,0,0,1,1
1375,27,17,78.62,0,0,78.62,0,0,0,1,0
1376,72,63,100.89,0,0,100.89,0,1,0,0,1
1377,32,70,112.3,2,1,112.3,1,1,0,0,0
1378,73,6,73.51,2,1,73.51,1,0,1,0,0
1379,31,65,112.66,3,0,112.66,0,0,1,0,0
1380,65,15,33.76,2,1,33.76,1,0,0,1,0
1381,38,23,53.26,2,2,53.26,0,1,0,0,1
1382,23,66,53.22,2,0,53.22,1,1,0,0,1
1383,51,12,105.18,2,1,105.18,0,1,0,0,0
1384,26,23,86.78,2,2,86.78,0,0,0,1,1
1385,71,23,35.37,4,3,35.37,0,0,0,1,0
1386,23,14,106.73,2,0,106.73,0,0,0,1,0
1387,18,17,30.36,2,2,30.36,0,0,1,0,0
1388,27,7,28.61,3,0,28.610000000000003,1,1,0,0,0
1389,42,65,64.54,2,2,64.54,1,1,0,0,1
1390,20,63,35.08,2,3,35.08,1,1,0,0,1
1391,24,27,42.55,2,0,42.55,0,0,1,0,1
1392,54,24,66.99,1,1,66.99,1,1,0,0,0
1393,57,55,56.55,1,4,56.55,0,1,0,0,0
1394,62,34,76.05,0,1,76.05,1,0,0,1,0
1395,55,33,68.49,3,0,68.49000000000001,0,1,0,0,1
1396,27,67,64.1,2,2,64.1,0,1,0,0,0
1397,51,70,31.03,4,1,31.029999999999998,0,1,0,0,0
1398,22,37,25.96,3,1,25.96,0,1,0,0,0
1399,72,52,53.35,2,0,53.349999999999994,1,1,0,0,1
1400,21,49,58.7,4,0,58.7,1,1,0,0,0
1401,40,24,37.59,0,1,37.589999999999996,0,0,1,0,0
1402,56,62,24.58,4,0,24.580000000000002,1,1,0,0,0
1403,25,53,72.18,3,0,72.17999999999999,0,1,0,0,1
1404,46,10,107.83,1,0,107.83,1,1,0,0,1
1405,37,43,113.89,0,0,113.89000000000001,1,0,0,1,1
1406,39,28,74.53,9,3,74.53,0,1,0,0,1
1407,74,51,23.32,4,2,23.32,0,0,1,0,0
1408,37,9,113.65,0,2,113.65,1,1,0,0,1
1409,39,10,95.23,2,4,95.22999999999999,1,1,0,0,1
1410,78,0,60.17,2,2,0.0,0,1,0,0,0
1411,69,68,82.55,1,1,82.55,0,1,0,0,1
1412,46,57,105.04,1,0,105.03999999999999,0,1,0,0,1
1413,66,50,22.96,2,0,22.96,0,1,0,0,0
1414,66,6,74.65,2,2,74.64999999999999,0,1,0,0,0
1415,33,54,90.59,0,2,90.58999999999999,1,1,0,0,0
1416,68,65,65.07,1,2,65.07000000000001,1,1,0,0,0
1417,74,22,24.92,1,2,24.92,0,1,0,0,0
1418,46,47,48.01,3,3,48.01,1,0,0,1,0
1419,23,48,43.14,1,1,43.13999999999999,1,1,0,0,0
1420,64,12,43.3,1,0,43.300000000000004,0,1,0,0,0
1421,63,32,63.67,2,0,63.67,0,0,0,1,0
1422,47,2,35.15,1,1,35.15,0,1,0,0,0
1423,69,58,81.14,3,1,81.14,0,1,0,0,1
1424,33,27,115.71,4,0,115.71000000000001,1,0,0,1,0
1425,20,65,40.14,1,1,40.14,0,0,0,1,0
1426,48,3,90.28,5,3,90.27999999999999,0,0,1,0,1
1427,27,50,93.59,1,0,93.59,0,0,1,0,0
1428,74,65,20.72,4,2,20.72,0,1,0,0,1
1429,78,44,25.81,4,1,25.810000000000002,1,0,0,1,0
1430,26,55,30.51,0,1,30.509999999999998,0,1,0,0,1
1431,64,49,119.14,0,2,119.13999999999999,0,0,0,1,0
1432,32,69,28.75,0,0,28.75,1,0,1,0,0
1433,53,63,112.0,4,3,112.0,1,0,0,1,1
1434,72,18,113.88,2,1,113.88000000000001,1,1,0,0,1
1435,51,6,41.37,2,2,41.37,1,1,0,0,0
1436,52,33,115.97,0,1,115.97000000000001,1,1,0,0,0
1437,50,53,118.37,0,0,118.36999999999999,1,0,1,0,0
1438,19,13,90.84,1,2,90.84,1,0,1,0,0
1439,27,12,24.42,0,1,24.42,1,0,1,0,0
1440,72,56,47.0,2,2,47.0,0,1,0,0,0
1441,67,36,67.53,2,1,67.53,1,0,1,0,0
1442,70,43,29.61,3,0,29.61,0,0,0,1,0
1443,56,5,39.52,2,1,39.519999999999996,1,1,0,0,1
1444,21,0,57.64,2,2,0.0,0,1,0,0,1
1445,76,50,59.19,3,0,59.19,0,1,0,0,0
1446,41,58,20.36,2,0,20.360000000000003,0,0,1,0,0
1447,74,66,46.92,2,1,46.919999999999995,1,0,1,0,0
1448,68,57,22.85,1,1,22.85,0,1,0,0,1
1449,26,27,105.48,0,1,105.48,1,1,0,0,0
1450,27,29,43.26,3,0,43.26,0,0,0,1,0
1451,27,7,58.34,1,2,58.339999999999996,0,1,0,0,1
1452,47,14,67.16,0,0,67.16,0,0,1,0,1
1453,74,7,58.42,2,0,58.42,0,0,0,1,1
1454,79,23,86.66,3,0,86.66,0,0,1,0,0
1455,43,29,117.97,1,1,117.97,1,0,1,0,0
1456,27,26,84.59,1,2,84.59,1,1,0,0,1
1457,76,2,81.46,2,1,81.46,1,0,0,1,0
1458,48,11,116.04,3,3,116.04,0,1,0,0,0
1459,59,24,106.8,0,0,106.8,1,0,1,0,0
1460,53,38,38.19,1,3,38.19,1,1,0,0,0
1461,64,50,77.65,1,2,77.65,1,0,0,1,0
1462,75,1,60.99,1,0,60.99,1,1,0,0,0
1463,47,40,28.45,2,3,28.45,1,0,0,1,0
1464,79,11,36.32,2,3,36.32,0,0,0,1,1
1465,69,13,40.45,2,2,40.45,1,0,1,0,0
1466,41,29,73.02,3,0,73.02,0,1,0,0,1
1467,65,70,40.44,2,1,40.440000000000005,0,1,0,0,1
1468,24,60,81.92,1,1,81.92,0,0,1,0,0
1469,42,34,52.94,2,1,52.94,0,1,0,0,0
1470,37,27,63.6,1,1,63.6,1,1,0,0,0
1471,77,46,33.95,1,0,33.95,1,1,0,0,1
1472,45,46,62.6,2,0,62.6,0,1,0,0,0
1473,39,15,20.52,4,0,20.52,0,0,0,1,0
1474,54,48,115.66,1,2,115.66000000000001,1,0,1,0,1
1475,38,41,30.67,5,1,30.67,0,0,1,0,1
1476,48,21,52.45,2,1,52.45,1,0,0,1,0
1477,31,38,30.6,0,2,30.599999999999998,1,1,0,0,1
1478,65,23,65.98,3,2,65.98,1,1,0,0,1
1479,58,67,106.32,2,2,106.32,1,1,0,0,0
1480,18,64,92.5,3,2,92.5,0,1,0,0,0
1481,19,69,45.67,1,2,45.67,1,0,1,0,0
1482,73,24,97.85,1,3,97.85000000000001,0,1,0,0,0
1483,70,31,115.11,2,1,115.11,0,0,0,1,1
1484,20,43,76.88,1,1,76.88000000000001,0,1,0,0,0
1485,68,50,59.8,5,0,59.8,0,1,0,0,0
1486,66,69,110.61,3,0,110.61,1,1,0,0,0
1487,66,12,25.7,3,1,25.7,0,1,0,0,0
1488,75,7,33.31,1,1,33.309999999999995,1,0,0,1,1
1489,54,11,78.45,0,0,78.45,0,1,0,0,1
1490,63,43,58.82,3,0,58.82000000000001,0,1,0,0,0
1491,18,57,102.37,3,1,102.37,0,0,1,0,0
1492,61,51,88.38,3,3,88.38,1,1,0,0,0
1493,61,64,54.86,1,1,54.86,1,0,1,0,0
1494,59,34,88.93,0,1,88.92999999999999,1,1,0,0,1
1495,40,47,91.67,2,1,91.67,0,0,0,1,0
1496,51,25,28.36,0,1,28.36,0,0,0,1,0
1497,69,30,90.63,2,3,90.63000000000001,0,0,1,0,1
1498,68,44,24.59,0,0,24.59,1,1,0,0,1
1499,71,39,51.9,4,1,51.9,1,0,1,0,1
1500,54,5,54.64,2,2,54.64,0,0,1,0,0
1501,64,68,78.64,3,3,78.64,0,0,1,0,0
1502,21,32,110.84,2,0,110.84,0,0,1,0,0
1503,52,57,34.93,2,0,34.93,1,1,0,0,1
1504,38,25,92.9,5,0,92.9,0,1,0,0,1
1505,63,21,22.29,1,1,22.29,1,1,0,0,0
1506,33,64,82.11,3,0,82.11,1,1,0,0,1
1507,66,28,109.05,2,0,109.05,0,1,0,0,0
1508,77,29,105.76,2,1,105.76,1,1,0,0,0
1509,25,25,114.51,0,2,114.51,1,1,0,0,1
1510,43,43,72.65,1,1,72.64999999999999,1,0,1,0,1
1511,32,30,104.49,0,1,104.49,0,1,0,0,0
1512,72,63,78.19,3,0,78.19,0,0,1,0,0
1513,55,31,44.62,2,2,44.62,1,1,0,0,0
1514,23,51,91.47,2,1,91.47,1,0,1,0,0
1515,26,23,73.39,2,0,73.39,1,0,0,1,0
1516,43,52,29.32,4,0,29.32,1,0,0,1,0
1517,32,16,87.48,1,1,87.48,1,0,1,0,0
1518,31,10,107.48,3,1,107.47999999999999,1,0,1,0,1
1519,72,48,52.84,2,1,52.84,1,1,0,0,0
1520,67,58,118.69,1,0,118.69000000000001,0,1,0,0,1
1521,46,66,87.31,3,0,87.31,0,1,0,0,0
1522,48,10,55.08,3,2,55.08,0,1,0,0,0
1523,39,12,37.77,3,1,37.77,1,0,1,0,0
1524,48,40,51.63,3,1,51.629999999999995,0,1,0,0,0
1525,74,53,118.54,3,0,118.53999999999999,0,1,0,0,1
1526,59,6,114.68,3,2,114.68,1,1,0,0,0
1527,63,42,80.8,1,2,80.8,0,0,0,1,0
1528,63,40,36.49,1,0,36.489999999999995,1,0,1,0,0
1529,51,35,63.62,5,2,63.62,1,0,0,1,0
1530,50,62,40.49,2,0,40.49,1,1,0,0,0
1531,41,56,77.81,1,2,77.80999999999999,0,1,0,0,0
1532,72,66,110.33,3,0,110.33,1,1,0,0,0
1533,64,60,59.56,0,0,59.559999999999995,0,0,1,0,0
1534,42,21,69.33,2,0,69.33,0,1,0,0,1
1535,48,39,114.1,1,0,114.1,1,0,0,1,1
1536,60,50,84.33,4,0,84.33,1,1,0,0,0
1537,32,15,62.33,0,1,62.330000000000005,0,0,1,0,0
1538,69,17,28.44,4,0,28.44,1,1,0,0,1
1539,52,21,35.01,1,0,35.010000000000005,0,1,0,0,0
1540,20,64,93.94,4,4,93.94,1,1,0,0,1
1541,50,21,55.66,3,2,55.66,0,1,0,0,0
1542,61,26,66.07,2,2,66.07,1,1,0,0,1
1543,71,49,104.25,2,0,104.25,1,1,0,0,1
1544,32,22,44.28,4,0,44.28,1,0,0,1,0
1545,35,49,87.98,2,2,87.98,0,0,1,0,1
1546,73,2,63.54,2,3,63.54,0,1,0,0,1
1547,78,57,53.6,1,2,53.599999999999994,0,1,0,0,0
1548,53,59,73.69,1,3,73.69,0,0,0,1,0
1549,58,16,73.06,1,3,73.06,1,0,1,0,1
1550,45,9,30.67,0,2,30.669999999999998,0,0,1,0,1
1551,72,46,23.72,6,0,23.72,0,0,0,1,0
1552,52,57,89.88,2,1,89.88,1,0,0,1,0
1553,55,63,118.05,2,1,118.05,1,1,0,0,1
1554,61,65,72.1,1,0,72.1,1,0,1,0,0
1555,56,28,79.1,3,1,79.10000000000001,1,0,1,0,1
1556,39,19,86.18,3,1,86.18,1,1,0,0,0
1557,39,60,107.74,1,1,107.74,1,1,0,0,0
1558,43,4,115.77,1,1,115.77,1,0,0,1,0
1559,76,2,43.6,1,1,43.6,0,1,0,0,1
1560,26,1,107.56,0,0,107.56,0,0,1,0,1
1561,42,60,54.9,4,0,54.9,1,0,0,1,0
1562,76,29,89.82,1,1,89.82000000000001,1,0,1,0,0
1563,48,50,49.48,2,0,49.48,1,0,0,1,0
1564,68,9,39.67,3,0,39.669999999999995,1,1,0,0,0
1565,62,34,30.39,4,1,30.39,1,1,0,0,0
1566,50,54,109.39,5,0,109.39,0,0,0,1,1
1567,27,15,56.24,3,0,56.24,1,0,1,0,0
1568,67,52,100.26,2,2,100.26,1,0,1,0,1
1569,25,68,72.32,0,1,72.32000000000001,0,1,0,0,0
1570,58,40,36.09,2,0,36.089999999999996,0,0,0,1,0
1571,56,60,42.42,0,2,42.419999999999995,0,0,1,0,0
1572,63,33,26.64,4,0,26.64,0,1,0,0,1
1573,47,41,30.3,3,1,30.299999999999997,1,0,0,1,0
1574,45,16,73.18,3,0,73.18,1,0,0,1,0
1575,45,51,81.52,0,0,81.52000000000001,1,1,0,0,1
1576,59,23,62.7,1,0,62.699999999999996,1,0,0,1,0
1577,52,55,95.08,1,1,95.08,1,1,0,0,1
1578,37,62,58.62,3,0,58.62,1,1,0,0,1
1579,71,34,31.23,1,0,31.229999999999997,1,1,0,0,1
1580,79,29,70.58,3,2,70.58,0,1,0,0,0
1581,37,18,116.5,1,0,116.5,0,0,1,0,0
1582,24,9,43.84,0,1,43.84,1,1,0,0,1
1583,67,1,39.7,0,1,39.7,1,0,1,0,1
1584,67,20,25.27,0,1,25.27,1,1,0,0,1
1585,42,17,61.85,2,3,61.85,1,1,0,0,0
1586,24,50,43.84,1,0,43.84,1,1,0,0,1
1587,55,29,79.64,3,1,79.64,1,0,0,1,0
1588,32,15,86.34,2,1,86.33999999999999,1,1,0,0,1
1589,27,65,45.45,2,0,45.45,1,0,1,0,0
1590,71,42,39.81,3,2,39.81,0,1,0,0,0
1591,56,21,51.92,3,1,51.919999999999995,1,1,0,0,0
1592,62,41,94.94,1,1,94.94,1,1,0,0,1
1593,24,71,64.68,5,1,64.67999999999999,0,0,0,1,0
1594,32,43,79.68,3,3,79.67999999999999,0,1,0,0,0
1595,40,17,80.85,1,1,80.85000000000001,1,0,0,1,0
1596,57,5,86.45,1,0,86.45,1,1,0,0,1
1597,73,5,94.93,0,2,94.92999999999999,0,1,0,0,1
1598,67,68,85.91,1,3,85.91,0,1,0,0,1
1599,23,47,100.54,2,4,100.54,0,0,1,0,1
1600,77,0,102.27,2,0,0.0,0,1,0,0,1
1601,45,69,79.5,2,1,79.5,0,1,0,0,0
1602,19,67,98.37,2,3,98.37,1,1,0,0,0
1603,41,62,26.47,2,1,26.470000000000002,0,1,0,0,0
1604,61,18,73.04,2,0,73.04,0,1,0,0,0
1605,50,54,70.46,0,2,70.46000000000001,0,1,0,0,0
1606,44,19,100.62,4,1,100.62,1,0,1,0,0
1607,33,22,52.12,1,0,52.120000000000005,0,1,0,0,1
1608,27,24,59.12,1,1,59.120000000000005,1,1,0,0,0
1609,57,18,118.35,3,0,118.35000000000001,1,1,0,0,1
1610,31,52,94.71,3,1,94.71000000000001,0,0,1,0,1
1611,55,15,33.93,3,3,33.93,0,1,0,0,0
1612,74,38,88.17,2,1,88.17,1,0,1,0,0
1613,47,49,60.69,1,1,60.69,1,1,0,0,1
1614,24,59,75.48,3,3,75.47999999999999,1,0,1,0,1
1615,50,56,49.53,0,1,49.529999999999994,1,1,0,0,0
1616,69,4,69.41,1,1,69.41,1,0,0,1,0
1617,69,25,24.1,5,1,24.1,1,0,0,1,0
1618,26,23,118.99,2,0,118.99,0,0,1,0,1
1619,47,71,43.52,3,3,43.52,1,0,0,1,0
1620,43,4,98.24,0,2,98.24,1,0,1,0,0
1621,34,17,98.51,4,1,98.51,1,1,0,0,1
1622,20,21,43.68,4,0,43.68,1,1,0,0,0
1623,61,54,83.41,3,1,83.41000000000001,0,0,0,1,1
1624,29,18,47.87,0,2,47.87,0,0,1,0,0
1625,65,6,100.51,1,2,100.50999999999999,0,1,0,0,1
1626,79,9,69.08,2,1,69.08,0,1,0,0,0
1627,37,24,74.29,4,2,74.29,0,0,0,1,0
1628,67,51,35.68,2,1,35.68,0,0,0,1,1
1629,43,58,85.51,1,2,85.51,0,1,0,0,1
1630,64,0,39.38,2,1,0.0,0,1,0,0,0
1631,48,71,80.89,2,1,80.89,1,0,0,1,1
1632,78,44,35.87,2,1,35.87,1,1,0,0,0
1633,37,51,61.09,2,1,61.09,0,1,0,0,1
1634,65,59,49.39,0,0,49.39,0,0,1,0,0
1635,39,58,36.33,2,0,36.33,1,0,1,0,1
1636,47,45,101.61,1,3,101.61,1,0,1,0,0
1637,30,0,55.04,3,0,0.0,1,0,0,1,0
1638,31,69,59.21,0,1,59.209999999999994,1,0,1,0,0
1639,65,46,37.58,3,0,37.58,0,0,1,0,0
1640,71,48,26.44,0,1,26.439999999999998,0,1,0,0,0
1641,47,66,43.49,0,1,43.49,1,0,1,0,0
1642,51,4,57.62,0,2,57.62,0,0,1,0,0
1643,74,15,91.53,3,1,91.53,1,0,0,1,0
1644,73,70,66.33,3,1,66.33,0,1,0,0,1
1645,62,18,26.2,2,2,26.200000000000003,0,1,0,0,0
1646,52,19,69.12,3,1,69.12,0,1,0,0,0
1647,59,29,28.76,4,2,28.759999999999998,1,0,1,0,0
1648,62,33,53.69,1,0,53.69,0,1,0,0,0
1649,30,51,112.08,2,1,112.08,1,1,0,0,0
1650,34,18,52.42,0,1,52.419999999999995,1,1,0,0,0
1651,78,33,32.99,5,1,32.99,0,0,0,1,0
1652,56,16,119.11,4,0,119.11,0,1,0,0,0
1653,70,66,116.12,2,2,116.12,0,1,0,0,1
1654,38,26,23.59,2,2,23.59,0,1,0,0,1
1655,67,18,92.38,3,0,92.38,0,1,0,0,1
1656,33,10,90.51,2,1,90.51,1,0,1,0,0
1657,46,22,53.46,1,1,53.459999999999994,1,0,0,1,0
1658,46,51,45.36,2,0,45.36,1,1,0,0,1
1659,75,10,87.43,4,1,87.42999999999999,1,0,0,1,1
1660,79,3,69.24,5,0,69.24,1,0,1,0,0
1661,37,60,77.26,2,0,77.26,0,1,0,0,0
1662,72,68,28.23,3,3,28.23,0,0,0,1,0
1663,37,13,110.08,4,2,110.08,1,1,0,0,1
1664,57,58,57.24,1,0,57.24,1,1,0,0,0
1665,65,36,68.58,1,2,68.58,1,1,0,0,0
1666,22,39,95.05,1,3,95.05,0,1,0,0,1
1667,76,30,101.56,3,2,101.56,0,0,0,1,0
1668,57,34,61.03,3,1,61.03,1,0,1,0,0
1669,21,12,25.3,3,2,25.3,1,1,0,0,1
1670,73,48,21.31,5,2,21.31,1,1,0,0,1
1671,57,35,88.99,3,2,88.99000000000001,1,0,1,0,0
1672,32,20,26.57,3,0,26.57,1,0,1,0,0
1673,63,12,33.85,0,1,33.85,1,0,0,1,0
1674,58,49,86.83,1,0,86.83,1,0,1,0,1
1675,38,50,87.13,1,3,87.13,0,0,0,1,1
1676,39,29,22.55,0,0,22.55,0,0,1,0,0
1677,51,58,79.27,0,0,79.27,0,1,0,0,0
1678,68,54,26.45,4,2,26.45,0,1,0,0,0
1679,43,32,62.51,1,0,62.51,1,1,0,0,0
1680,59,65,35.54,3,0,35.54,0,1,0,0,1
1681,56,19,46.41,2,2,46.41,0,1,0,0,0
1682,38,39,103.46,2,1,103.46000000000001,1,0,1,0,1
1683,23,24,73.46,2,0,73.46,0,0,0,1,0
1684,45,61,119.89,2,0,119.89,0,0,1,0,0
1685,76,69,43.06,2,1,43.059999999999995,1,1,0,0,0
1686,28,38,40.3,4,0,40.300000000000004,0,1,0,0,1
1687,60,21,46.65,2,1,46.65,0,1,0,0,0
1688,79,0,21.22,0,0,0.0,1,0,1,0,1
1689,31,24,91.58,2,1,91.58,1,1,0,0,0
1690,64,0,86.24,2,1,0.0,0,0,1,0,1
1691,62,36,69.93,2,0,69.93,1,1,0,0,1
1692,48,41,76.91,1,2,76.91,0,1,0,0,1
1693,60,1,116.72,4,2,116.72,0,0,0,1,1
1694,41,18,79.85,0,2,79.85,0,1,0,0,0
