customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,num_late_payments,churn
974,32,Female,26,107.36,2791.36,Month-to-month,Fiber optic,2,1,0
975,55,Female,14,59.82,837.48,Month-to-month,Fiber optic,1,4,1
976,26,Male,57,60.95,3474.15,Two year,No,1,1,0
977,44,Male,38,27.31,1037.78,Month-to-month,Fiber optic,0,1,1
978,48,Female,30,43.1,1293.0,Month-to-month,Fiber optic,4,1,1
979,38,Female,45,64.93,2921.85,One year,No,1,1,1
980,69,Male,36,52.17,1878.12,Month-to-month,No,1,2,1
981,23,Male,58,53.47,3101.26,Month-to-month,Fiber optic,0,1,0
982,18,Male,49,60.38,2958.62,Month-to-month,Fiber optic,5,0,1
983,69,Male,27,107.43,2900.61,Month-to-month,DSL,1,3,0
984,39,Female,63,68.87,4338.81,One year,Fiber optic,1,4,0
985,60,Male,49,109.43,5362.07,Month-to-month,No,1,6,1
986,54,Male,51,38.08,1942.08,One year,DSL,5,1,0
987,71,Male,22,66.18,1455.96,Month-to-month,Fiber optic,0,0,0
988,45,Male,62,81.42,5048.04,Month-to-month,DSL,2,1,1
989,79,Female,44,99.87,4394.28,Month-to-month,Fiber optic,0,1,0
990,70,Female,11,23.25,255.75,One year,DSL,0,0,1
991,34,Male,61,29.62,1806.82,One year,Fiber optic,2,1,0
992,67,Male,25,44.26,1106.5,Month-to-month,No,3,0,0
993,27,Male,33,36.55,1206.15,One year,Fiber optic,2,1,0
994,74,Male,12,97.62,1171.44,Month-to-month,DSL,1,1,0
995,46,Female,69,107.72,7432.68,Two year,Fiber optic,0,1,0
996,46,Female,64,95.25,6096.0,Month-to-month,DSL,1,0,0
997,58,Female,63,42.69,2689.47,One year,Fiber optic,2,1,0
998,54,Male,47,20.58,967.26,Month-to-month,Fiber optic,3,3,1
999,37,Male,20,106.28,2125.6,One year,Fiber optic,3,1,1
1000,22,Male,21,55.12,1157.52,Two year,DSL,2,0,0
1001,55,Male,65,97.66,6347.9,Month-to-month,Fiber optic,1,2,0
1002,37,Female,3,25.52,76.56,Two year,DSL,2,3,1
1003,20,Male,45,99.67,4485.15,Month-to-month,Fiber optic,2,1,0
1004,22,Female,19,33.23,631.37,One year,Fiber optic,4,1,1
1005,71,Female,35,101.41,3549.35,One year,No,1,1,0
1006,68,Female,44,84.58,3721.52,Two year,Fiber optic,5,1,0
1007,62,Male,17,28.08,477.36,Month-to-month,Fiber optic,2,0,0
1008,79,Female,60,37.52,2251.2,One year,No,2,1,0
1009,36,Female,40,73.82,2952.8,One year,Fiber optic,1,2,0
1010,30,Female,59,40.25,2374.75,Two year,No,0,0,0
1011,67,Female,13,66.51,864.63,Two year,Fiber optic,0,1,0
1012,40,Female,60,23.2,1392.0,Month-to-month,Fiber optic,2,2,1
1013,70,Female,8,51.1,408.8,Month-to-month,DSL,1,1,0
1014,45,Female,27,74.69,2016.63,Month-to-month,DSL,3,2,0
1015,19,Male,61,57.88,3530.68,Month-to-month,No,0,1,0
1016,60,Male,35,94.01,3290.35,Month-to-month,No,3,2,1
1017,57,Female,3,33.07,99.21,One year,DSL,1,1,0
1018,24,Female,71,112.67,7999.57,One year,DSL,2,1,1
1019,32,Female,66,87.59,5780.94,Two year,DSL,2,2,1
1020,27,Male,46,109.54,5038.84,Month-to-month,Fiber optic,0,1,0
1021,32,Male,69,90.68,6256.92,Month-to-month,DSL,0,1,1
1022,31,Female,29,45.46,1318.34,Two year,Fiber optic,4,1,0
1023,32,Female,7,96.75,677.25,One year,Fiber optic,1,1,0
1024,57,Male,33,91.76,3028.08,One year,DSL,2,0,1
1025,38,Male,65,73.23,4759.95,Month-to-month,No,1,0,0
1026,53,Male,8,94.33,754.64,Month-to-month,DSL,1,1,1
1027,70,Female,2,76.0,152.0,Month-to-month,Fiber optic,2,0,1
1028,68,Female,7,21.1,147.7,Month-to-month,No,0,0,1
1029,48,Female,28,98.93,2770.04,One year,DSL,2,0,0
1030,74,Female,12,101.57,1218.84,Month-to-month,No,1,1,0
1031,68,Male,5,84.36,421.8,Two year,Fiber optic,5,1,0
1032,49,Female,69,114.2,7879.8,Month-to-month,Fiber optic,0,1,1
1033,39,Male,6,101.23,607.38,Month-to-month,Fiber optic,1,1,0
1034,67,Male,67,87.21,5843.07,Month-to-month,DSL,3,0,1
1035,65,Male,57,104.33,5946.81,One year,No,6,3,0
1036,25,Male,47,86.72,4075.84,Month-to-month,Fiber optic,1,0,0
1037,18,Female,69,76.9,5306.1,One year,Fiber optic,2,3,0
1038,73,Male,27,58.38,1576.26,Month-to-month,Fiber optic,1,1,0
1039,38,Female,39,113.18,4414.02,Month-to-month,Fiber optic,0,1,1
1040,75,Male,71,114.28,8113.88,Month-to-month,Fiber optic,2,1,0
1041,48,Female,10,74.38,743.8,One year,DSL,2,1,0
1042,70,Male,61,54.65,3333.65,One year,No,2,2,0
1043,25,Male,29,47.31,1371.99,Month-to-month,Fiber optic,4,1,1
1044,75,Female,43,86.44,3716.92,Month-to-month,No,1,0,0
1045,67,Female,50,89.42,4471.0,Two year,Fiber optic,1,1,0
1046,68,Female,52,51.79,2693.08,One year,Fiber optic,0,0,0
1047,66,Male,40,61.02,2440.8,Month-to-month,DSL,0,2,1
1048,66,Female,62,67.34,4175.08,Two year,Fiber optic,1,0,0
1049,52,Male,51,65.5,3340.5,Month-to-month,No,2,0,0
1050,51,Male,54,34.83,1880.82,One year,DSL,4,1,1
1051,35,Male,58,60.35,3500.3,Month-to-month,DSL,2,2,1
1052,71,Male,64,38.53,2465.92,Two year,Fiber optic,1,0,0
1053,56,Male,71,78.98,5607.58,One year,Fiber optic,2,1,0
1054,70,Male,25,41.9,1047.5,One year,DSL,1,0,0
1055,52,Male,11,42.78,470.58,Month-to-month,Fiber optic,3,1,0
1056,48,Male,65,21.1,1371.5,Month-to-month,Fiber optic,2,2,0
1057,74,Male,71,108.12,7676.52,Month-to-month,No,1,1,1
1058,79,Female,67,29.95,2006.65,Two year,Fiber optic,0,2,0
1059,20,Male,9,45.68,411.12,Month-to-month,Fiber optic,0,1,0
1060,46,Male,61,39.28,2396.08,One year,No,3,3,0
1061,51,Male,66,83.31,5498.46,One year,Fiber optic,2,1,0
1062,26,Male,13,30.07,390.91,Month-to-month,DSL,3,1,0
1063,34,Male,54,84.5,4563.0,Two year,Fiber optic,1,2,0
1064,34,Male,27,51.45,1389.15,Two year,Fiber optic,2,0,0
1065,69,Male,9,77.36,696.24,Two year,Fiber optic,3,0,0
1066,68,Male,17,47.07,800.19,Two year,DSL,3,2,0
1067,56,Male,42,20.35,854.7,Two year,Fiber optic,1,1,0
1068,54,Male,44,70.72,3111.68,Two year,Fiber optic,1,0,0
1069,65,Male,43,29.53,1269.79,Month-to-month,Fiber optic,1,0,0
1070,56,Female,23,90.81,2088.63,Two year,DSL,3,2,0
1071,73,Male,38,104.2,3959.6,Month-to-month,Fiber optic,1,0,1
1072,49,Male,20,61.41,1228.2,Month-to-month,No,2,0,0
1073,32,Male,45,47.61,2142.45,Month-to-month,DSL,2,3,1
1074,47,Female,6,55.55,333.3,One year,Fiber optic,1,2,0
1075,39,Female,14,49.43,692.02,Two year,Fiber optic,1,0,0
1076,33,Male,33,90.33,2980.89,Two year,Fiber optic,1,0,0
1077,45,Female,41,40.65,1666.65,Two year,DSL,2,1,0
1078,42,Female,23,24.99,574.77,Month-to-month,DSL,2,2,0
1079,28,Female,0,22.25,0.0,Two year,Fiber optic,2,2,0
1080,27,Male,35,87.84,3074.4,Month-to-month,DSL,4,0,1
1081,44,Male,14,58.07,812.98,One year,No,2,0,0
1082,34,Male,2,22.12,44.24,Month-to-month,DSL,2,0,1
1083,34,Male,39,41.83,1631.37,Month-to-month,DSL,2,1,0
1084,56,Female,25,47.96,1199.0,One year,Fiber optic,2,3,1
1085,66,Male,21,75.7,1589.7,One year,DSL,2,0,0
1086,52,Male,27,88.96,2401.92,Month-to-month,DSL,1,1,1
1087,43,Female,60,96.08,5764.8,Month-to-month,DSL,3,0,1
1088,56,Female,62,50.68,3142.16,Month-to-month,Fiber optic,4,0,1
1089,18,Female,51,101.41,5171.91,Month-to-month,DSL,0,0,1
1090,21,Female,44,62.93,2768.92,One year,Fiber optic,3,2,0
1091,60,Male,71,63.17,4485.07,One year,DSL,0,0,1
1092,22,Female,14,116.45,1630.3,Month-to-month,DSL,2,0,1
1093,40,Female,12,76.16,913.92,One year,Fiber optic,4,2,0
1094,24,Male,66,64.96,4287.36,One year,DSL,4,2,0
1095,44,Male,34,30.53,1038.02,Two year,No,1,0,0
1096,57,Male,30,95.66,2869.8,Month-to-month,No,4,0,0
1097,56,Female,38,39.9,1516.2,One year,Fiber optic,6,0,0
1098,34,Female,47,56.14,2638.58,One year,DSL,7,1,0
1099,79,Female,60,102.79,6167.4,One year,Fiber optic,6,1,0
1100,61,Male,22,113.68,2500.96,Two year,Fiber optic,3,0,1
1101,76,Male,32,44.38,1420.16,Month-to-month,Fiber optic,2,0,0
1102,34,Male,59,66.05,3896.95,Month-to-month,Fiber optic,4,3,1
1103,73,Female,45,112.66,5069.7,One year,DSL,7,0,1
1104,21,Female,12,107.09,1285.08,Month-to-month,DSL,1,2,1
1105,79,Male,68,99.22,6746.96,Month-to-month,DSL,1,0,1
1106,70,Female,51,57.01,2907.51,Month-to-month,DSL,1,0,0
1107,60,Female,34,104.44,3550.96,Two year,DSL,0,1,1
1108,22,Male,26,50.98,1325.48,Month-to-month,Fiber optic,2,0,0
1109,66,Female,65,107.32,6975.8,Month-to-month,No,2,3,1
1110,44,Female,60,78.93,4735.8,Month-to-month,DSL,2,0,0
1111,30,Female,6,20.46,122.76,Two year,DSL,3,0,0
1112,20,Female,68,99.16,6742.88,Month-to-month,No,3,0,1
1113,62,Female,1,27.08,27.08,Month-to-month,Fiber optic,3,2,1
1114,48,Male,0,115.81,0.0,Month-to-month,DSL,3,0,1
1115,56,Female,42,65.33,2743.86,One year,DSL,3,0,0
1116,56,Female,9,92.66,833.94,One year,Fiber optic,1,0,0
1117,39,Male,34,77.87,2647.58,One year,No,3,0,0
1118,39,Male,38,115.78,4399.64,Month-to-month,No,1,0,0
1119,59,Male,6,75.38,452.28,Month-to-month,DSL,1,0,1
1120,70,Female,44,47.3,2081.2,Month-to-month,DSL,2,0,0
1121,53,Female,20,31.87,637.4,Month-to-month,DSL,2,2,0
1122,71,Male,38,90.71,3446.98,Two year,DSL,2,2,0
1123,50,Male,61,77.93,4753.73,One year,DSL,3,2,1
1124,62,Male,66,30.09,1985.94,One year,Fiber optic,2,0,0
1125,25,Male,31,89.02,2759.62,Month-to-month,No,0,1,1
1126,19,Male,46,59.17,2721.82,Month-to-month,Fiber optic,2,0,0
1127,33,Female,4,64.66,258.64,Month-to-month,DSL,0,0,1
1128,58,Female,58,88.11,5110.38,Month-to-month,Fiber optic,1,0,0
1129,68,Male,57,63.74,3633.18,Two year,No,2,1,0
1130,39,Male,3,64.97,194.91,Two year,DSL,2,1,0
1131,57,Male,8,78.13,625.04,Month-to-month,DSL,5,1,1
1132,74,Female,61,36.9,2250.9,Month-to-month,DSL,1,1,1
1133,42,Female,40,81.49,3259.6,Two year,DSL,1,3,0
1134,27,Male,15,105.56,1583.4,Two year,DSL,0,0,1
1135,18,Male,62,86.79,5380.98,One year,Fiber optic,3,1,0
1136,29,Male,51,64.65,3297.15,Month-to-month,DSL,3,2,1
1137,31,Male,70,80.15,5610.5,One year,Fiber optic,2,1,0
1138,27,Female,56,53.9,3018.4,Month-to-month,No,3,2,0
1139,29,Female,68,114.42,7780.56,One year,DSL,3,1,0
1140,25,Female,6,55.12,330.72,Month-to-month,Fiber optic,1,0,1
1141,32,Female,24,116.61,2798.64,Two year,DSL,1,0,0
1142,40,Female,52,24.91,1295.32,Month-to-month,DSL,0,0,0
1143,18,Male,38,40.0,1520.0,Two year,DSL,3,1,1
1144,29,Male,10,105.49,1054.9,Month-to-month,DSL,1,2,1
1145,47,Male,19,83.31,1582.89,Month-to-month,Fiber optic,1,0,1
1146,57,Male,20,104.95,2099.0,Two year,Fiber optic,2,3,0
1147,74,Female,14,68.96,965.44,Month-to-month,DSL,3,4,1
1148,64,Female,68,73.55,5001.4,Month-to-month,Fiber optic,2,1,1
1149,22,Male,38,117.92,4480.96,One year,No,2,0,1
1150,65,Male,48,89.05,4274.4,One year,Fiber optic,3,1,0
1151,79,Male,23,118.6,2727.8,Month-to-month,No,3,0,1
1152,23,Male,65,32.94,2141.1,One year,DSL,1,2,0
1153,37,Female,35,98.17,3435.95,Month-to-month,No,1,0,1
1154,67,Female,2,117.01,234.02,Two year,Fiber optic,3,0,1
1155,29,Female,24,41.22,989.28,Month-to-month,No,3,0,0
1156,32,Female,21,58.36,1225.56,Month-to-month,Fiber optic,0,1,0
1157,78,Male,1,100.44,100.44,Month-to-month,DSL,0,0,0
1158,37,Male,52,102.13,5310.76,One year,Fiber optic,1,3,0
1159,55,Male,50,60.32,3016.0,Month-to-month,DSL,1,2,0
1160,72,Female,53,54.17,2871.01,Month-to-month,No,4,0,1
1161,22,Male,44,25.37,1116.28,Month-to-month,DSL,3,0,1
1162,22,Female,31,49.63,1538.53,Month-to-month,Fiber optic,2,1,0
1163,78,Female,25,73.1,1827.5,One year,Fiber optic,3,2,0
1164,75,Female,68,110.06,7484.08,Month-to-month,Fiber optic,2,1,1
1165,30,Male,18,29.58,532.44,Month-to-month,DSL,3,2,0
1166,46,Female,50,83.87,4193.5,Month-to-month,Fiber optic,0,0,0
1167,65,Female,59,84.95,5012.05,Month-to-month,Fiber optic,1,1,0
1168,37,Female,21,109.04,2289.84,Month-to-month,DSL,1,2,1
1169,56,Female,59,93.54,5518.86,Two year,No,1,0,0
1170,18,Male,36,93.82,3377.52,Month-to-month,DSL,0,2,0
1171,46,Female,20,94.64,1892.8,Month-to-month,Fiber optic,3,0,1
1172,57,Female,31,26.95,835.45,Month-to-month,DSL,5,1,0
1173,78,Female,28,113.18,3169.04,Month-to-month,No,1,0,0
1174,55,Male,3,53.69,161.07,One year,DSL,3,1,1
1175,64,Male,67,104.61,7008.87,One year,Fiber optic,2,3,1
1176,62,Female,71,113.59,8064.89,Month-to-month,Fiber optic,3,1,0
1177,76,Female,45,60.67,2730.15,Month-to-month,Fiber optic,1,2,0
1178,43,Female,24,81.3,1951.2,Month-to-month,DSL,0,2,1
1179,27,Female,23,52.72,1212.56,One year,DSL,1,0,0
1180,52,Male,26,86.64,2252.64,One year,Fiber optic,2,0,0
1181,23,Female,0,31.07,0.0,Two year,No,6,0,0
1182,54,Male,68,81.33,5530.44,One year,Fiber optic,3,2,0
1183,60,Male,49,37.83,1853.67,Two year,Fiber optic,3,0,0
1184,32,Male,50,89.5,4475.0,Month-to-month,Fiber optic,2,1,1
1185,71,Male,12,68.11,817.32,One year,Fiber optic,1,1,0
1186,40,Male,28,52.37,1466.36,Month-to-month,Fiber optic,2,0,1
1187,53,Male,4,118.24,472.96,Month-to-month,DSL,2,0,0
1188,32,Female,57,34.89,1988.73,One year,Fiber optic,0,1,0
1189,61,Female,66,41.32,2727.12,One year,No,2,4,1
1190,48,Female,11,71.67,788.37,Month-to-month,Fiber optic,3,2,1
1191,39,Male,60,72.01,4320.6,Month-to-month,Fiber optic,2,2,0
1192,50,Male,43,72.7,3126.1,One year,No,2,2,0
1193,34,Female,8,51.08,408.64,Two year,Fiber optic,2,1,1
1194,67,Male,2,108.73,217.46,Month-to-month,No,1,3,1
1195,25,Female,51,75.27,3838.77,Two year,No,0,2,0
1196,55,Female,14,88.13,1233.82,One year,Fiber optic,3,0,1
1197,69,Female,16,65.21,1043.36,Two year,Fiber optic,3,0,0
1198,78,Female,56,87.34,4891.04,Month-to-month,Fiber optic,1,1,0
1199,76,Male,69,104.94,7240.86,One year,DSL,4,1,1
1200,49,Male,17,84.75,1440.75,Month-to-month,Fiber optic,4,1,0
1201,49,Female,64,83.27,5329.28,Month-to-month,DSL,2,2,1
1202,19,Male,56,66.41,3718.96,Month-to-month,No,1,0,0
1203,51,Male,23,23.39,537.97,Two year,Fiber optic,4,0,0
1204,20,Male,47,38.12,1791.64,One year,Fiber optic,1,3,0
1205,54,Female,30,106.69,3200.7,Two year,Fiber optic,1,0,1
1206,51,Male,64,87.97,5630.08,Month-to-month,Fiber optic,1,0,0
1207,54,Female,17,83.44,1418.48,Two year,Fiber optic,5,2,0
1208,57,Male,66,77.92,5142.72,Month-to-month,Fiber optic,1,1,0
1209,30,Female,23,117.39,2699.97,Month-to-month,Fiber optic,4,1,1
1210,53,Male,30,117.91,3537.3,Month-to-month,Fiber optic,1,0,0
1211,79,Male,47,102.36,4810.92,Month-to-month,DSL,2,0,0
1212,44,Female,44,32.8,1443.2,One year,DSL,1,0,0
1213,37,Female,52,97.43,5066.36,One year,Fiber optic,3,0,0
1214,20,Female,23,67.93,1562.39,One year,Fiber optic,1,2,0
1215,32,Male,46,30.49,1402.54,Month-to-month,DSL,2,1,0
1216,19,Male,30,91.03,2730.9,One year,Fiber optic,2,1,0
1217,44,Male,51,92.67,4726.17,Two year,Fiber optic,3,0,0
1218,27,Female,5,32.45,162.25,Two year,DSL,3,0,1
1219,43,Female,30,25.85,775.5,One year,Fiber optic,4,1,0
1220,22,Female,37,55.13,2039.81,One year,No,2,1,0
1221,31,Male,37,27.27,1008.99,One year,Fiber optic,4,0,0
1222,55,Male,0,70.09,0.0,Month-to-month,Fiber optic,2,0,1
1223,26,Male,47,112.65,5294.55,Month-to-month,Fiber optic,3,2,0
1224,45,Female,18,47.76,859.68,One year,DSL,3,1,0
1225,41,Male,16,89.36,1429.76,Two year,No,1,0,0
1226,57,Male,53,83.27,4413.31,Month-to-month,DSL,3,3,0
1227,48,Female,8,94.68,757.44,Month-to-month,Fiber optic,3,3,1
1228,26,Male,62,91.22,5655.64,Month-to-month,Fiber optic,4,1,1
1229,31,Female,47,22.21,1043.87,One year,Fiber optic,4,2,0
1230,59,Male,9,71.68,645.12,Month-to-month,Fiber optic,6,0,1
1231,65,Male,3,42.77,128.31,Month-to-month,Fiber optic,0,1,0
1232,59,Male,57,85.91,4896.87,Month-to-month,Fiber optic,1,1,1
1233,57,Female,16,38.34,613.44,Two year,No,3,1,0
1234,61,Female,66,75.5,4983.0,Month-to-month,DSL,2,2,1
1235,79,Female,4,119.74,478.96,Two year,DSL,1,0,1
1236,21,Female,23,36.43,837.89,Two year,No,2,0,0
1237,25,Female,14,100.6,1408.4,Month-to-month,No,3,0,1
1238,34,Male,12,80.74,968.88,Month-to-month,Fiber optic,1,0,1
1239,50,Female,18,75.1,1351.8,One year,Fiber optic,2,2,0
1240,51,Male,38,109.56,4163.28,Month-to-month,No,3,0,0
1241,76,Male,68,107.9,7337.2,One year,No,2,2,0
1242,32,Female,56,76.02,4257.12,Month-to-month,No,1,0,0
1243,57,Female,21,105.54,2216.34,Month-to-month,Fiber optic,3,1,0
1244,59,Female,52,84.76,4407.52,Month-to-month,DSL,2,2,1
1245,25,Male,34,38.25,1300.5,Month-to-month,Fiber optic,4,1,0
1246,77,Male,23,70.36,1618.28,Month-to-month,No,1,1,0
1247,23,Female,66,98.09,6473.94,Two year,Fiber optic,2,1,0
1248,70,Male,8,23.38,187.04,Month-to-month,Fiber optic,3,1,0
1249,63,Male,65,75.18,4886.7,One year,DSL,5,1,0
1250,43,Female,63,23.91,1506.33,Two year,No,3,1,0
1251,79,Male,24,60.43,1450.32,Month-to-month,DSL,1,1,0
1252,67,Female,5,107.38,536.9,Month-to-month,No,2,2,1
1253,34,Female,21,100.29,2106.09,Month-to-month,DSL,1,1,1
1254,39,Male,25,68.39,1709.75,Two year,No,1,2,0
1255,68,Male,15,73.78,1106.7,One year,DSL,3,0,0
1256,35,Female,1,22.14,22.14,Two year,DSL,0,0,1
1257,79,Female,29,25.82,748.78,Month-to-month,DSL,3,1,1
1258,55,Male,62,94.35,5849.7,Two year,Fiber optic,1,1,0
1259,67,Male,11,68.93,758.23,One year,DSL,1,0,0
1260,76,Female,63,78.87,4968.81,Two year,Fiber optic,2,1,0
1261,71,Male,47,110.27,5182.69,One year,Fiber optic,2,1,0
1262,32,Male,33,38.53,1271.49,Month-to-month,DSL,3,1,0
1263,41,Female,28,92.34,2585.52,Month-to-month,DSL,2,0,1
1264,27,Male,43,64.38,2768.34,Month-to-month,No,2,0,1
1265,61,Female,45,32.85,1478.25,One year,DSL,3,1,0
1266,75,Female,28,66.67,1866.76,Month-to-month,No,3,1,0
1267,22,Male,36,32.91,1184.76,Two year,Fiber optic,3,1,0
1268,57,Female,15,20.11,301.65,Two year,DSL,1,0,0
1269,69,Female,57,34.29,1954.53,Two year,Fiber optic,1,1,0
1270,63,Female,60,75.85,4551.0,Month-to-month,DSL,1,0,0
1271,41,Female,42,47.22,1983.24,Month-to-month,Fiber optic,1,0,0
1272,30,Female,27,41.29,1114.83,Month-to-month,DSL,1,0,0
1273,79,Female,0,29.58,0.0,Month-to-month,No,2,1,0
1274,57,Female,29,95.88,2780.52,Month-to-month,Fiber optic,6,3,1
1275,67,Female,47,62.76,2949.72,Two year,Fiber optic,2,3,0
1276,30,Female,13,117.77,1531.01,One year,No,0,0,0
1277,26,Female,30,59.59,1787.7,Month-to-month,DSL,0,1,1
1278,47,Male,15,51.2,768.0,Two year,DSL,3,2,1
1279,19,Female,58,27.41,1589.78,Month-to-month,Fiber optic,1,2,0
1280,65,Male,31,66.36,2057.16,One year,DSL,2,1,0
1281,38,Female,47,102.22,4804.34,Two year,Fiber optic,1,1,1
1282,57,Male,33,72.43,2390.19,Month-to-month,DSL,1,3,1
1283,29,Female,58,52.24,3029.92,One year,Fiber optic,2,0,0
1284,60,Female,39,115.1,4488.9,Month-to-month,Fiber optic,1,0,0
1285,61,Male,37,23.86,882.82,Month-to-month,Fiber optic,2,2,0
1286,75,Female,17,32.29,548.93,Month-to-month,No,3,1,0
1287,36,Male,61,78.22,4771.42,Month-to-month,DSL,0,2,0
1288,70,Female,30,37.31,1119.3,Month-to-month,DSL,1,0,1
1289,54,Female,27,94.46,2550.42,Month-to-month,Fiber optic,2,1,0
1290,53,Female,58,44.33,2571.14,Two year,Fiber optic,2,1,0
1291,33,Male,30,95.34,2860.2,Two year,Fiber optic,2,1,0
1292,40,Male,32,98.35,3147.2,Two year,Fiber optic,1,2,1
1293,52,Male,33,94.42,3115.86,One year,Fiber optic,2,1,0
1294,38,Female,71,48.47,3441.37,Two year,Fiber optic,0,0,0
1295,78,Male,2,23.09,46.18,Month-to-month,DSL,0,0,1
1296,67,Female,9,48.7,438.3,Two year,Fiber optic,2,0,1
1297,40,Male,17,103.11,1752.87,Two year,DSL,2,1,0
1298,47,Female,45,77.5,3487.5,Month-to-month,Fiber optic,3,1,0
1299,22,Male,41,39.08,1602.28,Month-to-month,Fiber optic,2,0,0
1300,59,Male,24,103.32,2479.68,Two year,DSL,1,2,0
1301,73,Male,32,39.96,1278.72,Month-to-month,Fiber optic,2,1,0
1302,36,Female,6,95.55,573.3,Two year,No,2,1,1
1303,38,Female,49,100.55,4926.95,Month-to-month,DSL,2,1,0
1304,43,Female,43,65.49,2816.07,One year,DSL,0,2,0
1305,65,Female,45,91.92,4136.4,One year,No,4,0,0
1306,23,Male,4,48.94,195.76,One year,DSL,2,0,0
1307,39,Male,44,55.15,2426.6,Month-to-month,No,0,1,0
1308,64,Female,22,117.94,2594.68,Month-to-month,Fiber optic,1,2,1
1309,51,Female,37,88.68,3281.16,One year,DSL,3,2,1
1310,58,Female,30,20.98,629.4,Month-to-month,DSL,4,2,1
1311,68,Male,17,69.64,1183.88,Month-to-month,DSL,2,1,0
1312,68,Male,14,34.08,477.12,One year,No,0,3,0
1313,56,Male,35,65.89,2306.15,Two year,DSL,2,2,1
1314,50,Female,44,76.5,3366.0,Month-to-month,No,5,1,1
1315,60,Female,43,109.44,4705.92,One year,DSL,4,4,0
1316,66,Male,21,29.77,625.17,Month-to-month,Fiber optic,5,1,0
1317,32,Female,47,108.23,5086.81,Month-to-month,DSL,2,1,0
1318,75,Male,39,48.9,1907.1,One year,DSL,1,0,0
1319,75,Female,48,92.97,4462.56,Month-to-month,No,0,1,0
1320,39,Male,11,55.81,613.91,Month-to-month,DSL,1,3,0
1321,62,Female,12,97.78,1173.36,Month-to-month,Fiber optic,0,0,1
1322,31,Female,64,20.45,1308.8,One year,Fiber optic,1,0,0
1323,64,Male,44,109.28,4808.32,Two year,Fiber optic,5,0,0
1324,36,Female,23,57.79,1329.17,Two year,No,3,1,0
1325,75,Male,0,50.67,0.0,Two year,Fiber optic,3,0,1
1326,36,Female,9,35.03,315.27,Month-to-month,DSL,1,1,1
1327,57,Female,64,45.94,2940.16,One year,Fiber optic,0,0,0
1328,66,Female,35,114.44,4005.4,Month-to-month,DSL,5,0,0
1329,75,Female,65,98.5,6402.5,Month-to-month,Fiber optic,1,1,1
1330,65,Male,6,101.45,608.7,One year,Fiber optic,1,1,0
1331,42,Male,34,31.69,1077.46,One year,No,2,2,0
1332,60,Female,39,81.27,3169.53,Two year,Fiber optic,3,2,0
1333,39,Male,9,75.7,681.3,Month-to-month,DSL,2,0,1
1334,55,Female,65,109.73,7132.45,Month-to-month,No,3,1,1
1335,30,Female,62,103.64,6425.68,Month-to-month,DSL,4,1,1
1336,64,Male,11,57.16,628.76,Month-to-month,DSL,4,0,0
1337,38,Male,28,110.6,3096.8,One year,DSL,2,1,0
1338,67,Female,14,33.94,475.16,Month-to-month,No,2,4,1
1339,38,Female,59,94.63,5583.17,Month-to-month,DSL,3,0,1
1340,24,Female,55,21.5,1182.5,Month-to-month,DSL,3,1,0
1341,55,Male,61,43.12,2630.32,Month-to-month,DSL,3,3,0
1342,71,Female,60,78.24,4694.4,Month-to-month,Fiber optic,2,2,0
1343,26,Male,36,53.49,1925.64,Two year,Fiber optic,1,1,0
1344,53,Female,58,76.67,4446.86,One year,DSL,0,2,0
1345,71,Female,47,31.57,1483.79,Month-to-month,Fiber optic,3,0,1
1346,52,Male,5,58.68,293.4,One year,No,2,0,1
1347,50,Male,26,41.97,1091.22,Month-to-month,DSL,3,1,0
1348,67,Male,3,79.27,237.81,Two year,No,2,0,0
1349,41,Female,56,28.9,1618.4,Month-to-month,Fiber optic,5,3,0
1350,44,Female,11,26.67,293.37,Two year,DSL,2,1,1
1351,58,Male,58,85.59,4964.22,Month-to-month,No,2,1,1
1352,67,Female,13,95.18,1237.34,Month-to-month,DSL,4,1,1
1353,33,Male,21,54.64,1147.44,Two year,Fiber optic,0,0,0
1354,32,Female,43,104.17,4479.31,One year,DSL,1,1,0
1355,23,Male,30,39.9,1197.0,Two year,DSL,1,1,0
1356,69,Female,0,107.25,0.0,One year,DSL,1,1,1
1357,77,Female,26,98.68,2565.68,Two year,DSL,4,0,1
1358,63,Female,71,119.45,8480.95,Month-to-month,Fiber optic,4,0,1
1359,79,Male,44,75.05,3302.2,Month-to-month,Fiber optic,0,2,1
1360,46,Female,15,80.97,1214.55,Month-to-month,Fiber optic,1,1,1
1361,70,Male,8,87.67,701.36,One year,DSL,0,2,0
1362,62,Female,20,112.52,2250.4,Month-to-month,No,6,1,1
1363,79,Male,22,47.49,1044.78,One year,DSL,3,2,0
1364,54,Female,62,71.42,4428.04,Two year,Fiber optic,1,3,0
1365,41,Female,34,58.55,1990.7,Two year,No,2,1,0
1366,47,Male,67,42.53,2849.51,Two year,Fiber optic,2,2,0
1367,50,Female,6,102.81,616.86,One year,No,1,1,0
1368,56,Female,27,49.36,1332.72,One year,DSL,5,1,0
1369,26,Male,48,65.08,3123.84,One year,DSL,4,2,0
1370,24,Female,4,99.82,399.28,One year,Fiber optic,5,0,1
1371,71,Male,16,40.96,655.36,Month-to-month,No,1,0,1
1372,27,Female,48,61.47,2950.56,Month-to-month,Fiber optic,1,1,0
